collectionevent,Conditionsid,ampm,technique,color,HostPlant,Host.plant.nosp,Transect
20030263,228,AM,netting,,Patrolling,Patrolling,
20030264,228,AM,netting,,Dichelostemma capitatum,Dichelostemma capitatum,
20030265,228,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030266,228,AM,netting,,Hypochaeris sp.,,
20030267,228,PM,netting,,Patrolling,Patrolling,
20030268,228,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030269,228,PM,netting,,Patrolling,Patrolling,
20030270,228,PM,netting,,Triteleia laxa,Triteleia laxa,
20030271,228,PM,netting,,Triteleia laxa,Triteleia laxa,
20030272,229,all day,pan traps,mixed,pantrap,pantrap,T1
20030273,229,all day,pan traps,mixed,pantrap,pantrap,T2
20030274,229,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030275,229,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030276,229,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030277,229,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030278,229,PM,netting,,Patrolling,Patrolling,
20030279,229,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030280,229,PM,netting,,Trifolium hirtum,Trifolium hirtum,
20030281,230,all day,pan traps,mixed,pantrap,pantrap,T1
20030282,230,all day,pan traps,mixed,pantrap,pantrap,T2
20030283,230,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030284,230,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20030285,231,all day,pan traps,mixed,pantrap,pantrap,T1
20030286,231,all day,pan traps,mixed,pantrap,pantrap,T2
20030287,231,PM,netting,,Dichelostemma capitatum,Dichelostemma capitatum,
20030288,232,all day,pan traps,mixed,pantrap,pantrap,T1
20030289,232,all day,pan traps,mixed,pantrap,pantrap,T2
20030290,232,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030291,232,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030292,232,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030293,233,all day,pan traps,mixed,pantrap,pantrap,T1
20030294,233,all day,pan traps,mixed,pantrap,pantrap,T2
20030295,233,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030296,233,AM,netting,,Asteraceae,,
20030297,233,AM,netting,,Rubus discolor,Rubus discolor,
20030298,233,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030299,233,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030300,233,PM,netting,,Rubus discolor,Rubus discolor,
20030301,233,PM,netting,,Rubus discolor,Rubus discolor,
20030302,233,PM,netting,,Patrolling,Patrolling,
20030303,234,all day,pan traps,mixed,pantrap,pantrap,T1
20030304,234,all day,pan traps,mixed,pantrap,pantrap,T2
20030305,234,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030306,234,AM,netting,,Aesculus californica,Aesculus californica,
20030307,234,AM,netting,,Triteleia laxa,Triteleia laxa,
20030308,234,AM,netting,,Patrolling,Patrolling,
20030309,234,PM,netting,,Torilis arvensis,Torilis arvensis,
20030310,234,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030311,234,PM,netting,,Triteleia laxa,Triteleia laxa,
20030312,234,PM,netting,,Aesculus californica,Aesculus californica,
20030313,235,all day,pan traps,mixed,pantrap,pantrap,T1
20030314,235,all day,pan traps,mixed,pantrap,pantrap,T2
20030315,236,all day,pan traps,mixed,pantrap,pantrap,T1
20030316,236,all day,pan traps,mixed,pantrap,pantrap,T2
20030317,237,all day,pan traps,mixed,pantrap,pantrap,T1
20030318,237,all day,pan traps,mixed,pantrap,pantrap,T2
20030319,237,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030320,237,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030321,237,AM,netting,,Quercus agrifolia,Quercus agrifolia,
20030322,237,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030323,237,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030324,237,PM,netting,,Triteleia laxa,Triteleia laxa,
20030325,198,AM,netting,,Lupinus nanus,Lupinus nanus,
20030326,232,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030327,202,AM,netting,,Patrolling,Patrolling,
20030328,202,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030329,221,PM,netting,,Plantago sp.,Plantago sp.,
20030330,215,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030331,238,all day,pan traps,mixed,pantrap,pantrap,T1
20030332,238,all day,pan traps,mixed,pantrap,pantrap,T2
20030333,238,AM,netting,,Calochortus luteus,Calochortus luteus,
20030334,238,AM,netting,,Calochortus luteus,Calochortus luteus,
20030335,238,PM,netting,,Calochortus luteus,Calochortus luteus,
20030336,238,PM,netting,,Calochortus luteus,Calochortus luteus,
20030337,238,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030338,239,all day,pan traps,mixed,pantrap,pantrap,T1
20030339,239,all day,pan traps,mixed,pantrap,pantrap,T2
20030340,239,AM,netting,,Calochortus luteus,Calochortus luteus,
20030341,239,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030342,239,PM,netting,,Calochortus luteus,Calochortus luteus,
20030343,240,all day,pan traps,mixed,pantrap,pantrap,T1
20030344,240,all day,pan traps,mixed,pantrap,pantrap,T2
20030345,240,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030346,240,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030347,240,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030348,240,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030349,240,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030350,241,all day,pan traps,mixed,pantrap,pantrap,T1
20030351,241,all day,pan traps,mixed,pantrap,pantrap,T2
20030352,241,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030353,239,PM,netting,,Calochortus luteus,Calochortus luteus,
20030354,243,all day,pan traps,mixed,pantrap,pantrap,T1
20030355,243,all day,pan traps,mixed,pantrap,pantrap,T2
20030356,243,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030357,243,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030358,243,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030359,243,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030360,243,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030361,244,all day,pan traps,mixed,pantrap,pantrap,T1
20030362,244,all day,pan traps,mixed,pantrap,pantrap,T2
20030363,244,AM,netting,,Hypericum concinnum,Hypericum concinnum,
20030364,244,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030365,244,AM,netting,,Clarkia purpurea,Clarkia purpurea,
20030366,244,PM,netting,,Hypericum concinnum,Hypericum concinnum,
20030367,245,all day,pan traps,mixed,pantrap,pantrap,T1
20030368,245,all day,pan traps,mixed,pantrap,pantrap,T2
20030369,245,AM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030370,245,PM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030371,245,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030372,245,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030373,245,PM,netting,,Hypericum concinnum,Hypericum concinnum,
20030374,245,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030375,245,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030376,246,all day,pan traps,mixed,pantrap,pantrap,T1
20030377,246,all day,pan traps,mixed,pantrap,pantrap,T2
20030378,246,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030379,246,AM,netting,,Triteleia laxa,Triteleia laxa,
20030380,246,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030381,246,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030382,246,AM,netting,,Patrolling,Patrolling,
20030383,246,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030384,246,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030385,246,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030386,246,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030387,246,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030388,246,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030389,246,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030390,247,all day,pan traps,mixed,pantrap,pantrap,T1
20030391,247,all day,pan traps,mixed,pantrap,pantrap,T2
20030392,247,AM,netting,,Hypochaeris sp.,Hypochaeris radicata,
20030393,247,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20030394,247,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030395,247,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030396,247,AM,netting,,Patrolling,Patrolling,
20030397,247,AM,netting,,Rubus discolor,Rubus discolor,
20030398,247,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030399,247,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030400,247,PM,netting,,Rubus discolor,Rubus discolor,
20030401,247,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030402,248,all day,pan traps,mixed,pantrap,pantrap,T1
20030403,248,all day,pan traps,mixed,pantrap,pantrap,T2
20030404,248,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030405,248,AM,netting,,Aesculus californica,Aesculus californica,
20030406,248,AM,netting,,Patrolling,Patrolling,
20030407,248,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030408,248,AM,netting,,Aesculus californica,Aesculus californica,
20030409,248,AM,netting,,Calochortus luteus,Calochortus luteus,
20030410,248,PM,netting,,Calochortus luteus,Calochortus luteus,
20030411,248,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030412,248,PM,netting,,Calochortus luteus,Calochortus luteus,
20030413,248,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030414,248,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030415,249,all day,pan traps,mixed,pantrap,pantrap,T1
20030416,249,all day,pan traps,mixed,pantrap,pantrap,T2
20030417,249,AM,netting,,Calochortus luteus,Calochortus luteus,
20030418,249,AM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030419,249,AM,netting,,Clarkia purpurea,Clarkia purpurea,
20030420,249,PM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030421,249,PM,netting,,Lavandula stoechas,Lavandula stoechas,
20030422,249,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030423,250,all day,pan traps,mixed,pantrap,pantrap,T1
20030424,250,all day,pan traps,mixed,pantrap,pantrap,T2
20030425,250,AM,netting,,Baccharis pilularis,Baccharis pilularis,
20030426,251,all day,pan traps,mixed,pantrap,pantrap,T1
20030427,251,all day,pan traps,mixed,pantrap,pantrap,T2
20030428,251,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030429,251,PM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030430,251,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030431,251,PM,netting,,Adenostoma fasciculatum,Adenostoma fasciculatum,
20030432,251,PM,netting,,Hypericum concinnum,Hypericum concinnum,
20030433,251,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030434,251,PM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030435,251,PM,netting,,Clarkia purpurea,Clarkia purpurea,
20030436,252,all day,pan traps,mixed,pantrap,pantrap,T1
20030437,252,all day,pan traps,mixed,pantrap,pantrap,T2
20030438,252,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030439,252,PM,netting,,Patrolling,Patrolling,
20030440,253,all day,pan traps,mixed,pantrap,pantrap,T1
20030441,253,all day,pan traps,mixed,pantrap,pantrap,T2
20030442,253,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20030443,253,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030444,253,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030445,253,PM,netting,,Rubus discolor,Rubus discolor,
20030446,253,PM,netting,,Cirsium vulgare,Cirsium vulgare,
20030447,253,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030448,253,PM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20030449,253,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030450,254,all day,pan traps,mixed,pantrap,pantrap,T1
20030451,254,all day,pan traps,mixed,pantrap,pantrap,T2
20030452,254,PM,netting,,Hypochaeris sp.,,
20030453,254,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030454,255,all day,pan traps,mixed,pantrap,pantrap,T1
20030455,255,all day,pan traps,mixed,pantrap,pantrap,T2
20030456,255,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030457,255,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20030458,256,all day,pan traps,mixed,pantrap,pantrap,T1
20030459,256,all day,pan traps,mixed,pantrap,pantrap,T2
20030460,256,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030461,256,AM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030462,256,AM,netting,,Patrolling,Patrolling,
20030463,256,AM,netting,,Lavandula stoechas,Lavandula stoechas,
20030464,256,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030465,256,PM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030466,256,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030467,256,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030468,256,PM,netting,,Patrolling,Patrolling,
20030469,257,all day,pan traps,mixed,pantrap,pantrap,T1
20030470,257,all day,pan traps,mixed,pantrap,pantrap,T2
20030471,257,AM,netting,,Patrolling,Patrolling,
20030472,258,all day,pan traps,mixed,pantrap,pantrap,T1
20030473,258,all day,pan traps,mixed,pantrap,pantrap,T2
20030474,258,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030475,259,all day,pan traps,mixed,pantrap,pantrap,T1
20030476,259,all day,pan traps,mixed,pantrap,pantrap,T2
20030477,259,AM,netting,,Aesculus californica,Aesculus californica,
20030478,259,AM,netting,,Picris echioides,Picris echioides,
20030479,259,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030480,259,AM,netting,,Aesculus californica,Aesculus californica,
20030481,259,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030482,259,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20030483,259,PM,netting,,Aesculus californica,Aesculus californica,
20030484,259,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030485,259,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030486,260,all day,pan traps,mixed,pantrap,pantrap,T1
20030487,260,all day,pan traps,mixed,pantrap,pantrap,T2
20030488,260,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030489,260,AM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20030490,260,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030491,261,all day,pan traps,mixed,pantrap,pantrap,T1
20030492,261,all day,pan traps,mixed,pantrap,pantrap,T2
20030493,261,AM,netting,,Picris echioides,Picris echioides,
20030494,261,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030495,261,AM,netting,,Picris echioides,Picris echioides,
20030496,261,AM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030497,261,PM,netting,,Mentha pulegium,Mentha pulegium,
20030498,261,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030499,261,PM,netting,,Picris echioides,Picris echioides,
20030500,261,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030501,242,all day,pan traps,mixed,pantrap,pantrap,T1
20030502,242,all day,pan traps,mixed,pantrap,pantrap,T2
20030503,242,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030504,242,PM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20030505,242,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20030506,262,all day,pan traps,mixed,pantrap,pantrap,T1
20030507,262,all day,pan traps,mixed,pantrap,pantrap,T2
20030508,262,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030509,262,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030510,262,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030511,263,all day,pan traps,mixed,pantrap,pantrap,T1
20030512,263,all day,pan traps,mixed,pantrap,pantrap,T2
20030513,263,AM,netting,,Picris echioides,Picris echioides,
20030514,263,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030515,263,AM,netting,,Picris echioides,Picris echioides,
20030516,263,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030517,263,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030518,263,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030519,263,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030520,264,all day,pan traps,mixed,pantrap,pantrap,T1
20030521,264,all day,pan traps,mixed,pantrap,pantrap,T2
20030522,264,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030523,264,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030524,264,PM,netting,,Centaurium davyi,Centaurium davyi,
20030525,264,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030526,264,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030527,241,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030528,241,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030529,241,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030530,241,PM,netting,,Lotus purshianus,Lotus purshianus,
20030531,254,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030532,254,AM,netting,,Cichorium intybus,Cichorium intybus,
20030533,254,AM,netting,,Stachys ajugoides,Stachys ajugoides,
20030534,254,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030535,245,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030536,245,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030537,251,PM,netting,,Adenostoma fasciculatum,Adenostoma fasciculatum,
20030538,265,half day,pan traps,mixed,pantrap,pantrap,T1
20030539,266,half day,pan traps,mixed,pantrap,pantrap,T2
20030540,253,PM,netting,,Patrolling,Patrolling,
20030541,198,AM,netting,,Lupinus nanus,Lupinus nanus,
20030542,198,AM,netting,,Lupinus nanus,Lupinus nanus,
20030543,198,PM,netting,,Patrolling,Patrolling,
20030544,198,PM,netting,,Patrolling,Patrolling,
20030545,202,AM,netting,,Lupinus bicolor,Lupinus bicolor,
20030546,202,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030547,205,AM,netting,,Patrolling,Patrolling,
20030548,211,AM,netting,,Lupinus sp.,,
20030549,211,AM,netting,,Patrolling,Patrolling,
20030550,211,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030551,212,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030552,215,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030553,216,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030554,216,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030555,216,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030557,217,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030558,219,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030559,219,AM,netting,,Lavandula stoechas,Lavandula stoechas,
20030560,219,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20030561,219,AM,netting,,Lavandula stoechas,Lavandula stoechas,
20030562,219,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030563,219,PM,netting,,Lavandula stoechas,Lavandula stoechas,
20030564,219,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20030565,219,PM,netting,,Lavandula stoechas,Lavandula stoechas,
20030566,220,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030567,220,PM,netting,,Trifolium hirtum,Trifolium hirtum,
20030568,221,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030569,222,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030570,222,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030571,222,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030572,224,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20030573,224,PM,netting,,Patrolling,Patrolling,
